Ano;Nr.;Data de saída;Data de chegada;Dias em missão;Tipo de missão;Meio de transporte;Área;Local;parceiro_1;parceiro_2;parceiro_3;Coordenador;Líder da equipe de saúde;Atendimentos médicos;Crianças (med);Adolescentes (med);Adultos (med);Atendimentos odontológicos;Crianças (odonto);Adolescentes (odonto);Adultos (odonto);Procedimentos odonto;Kits odonto;Atendimentos de enfermagem;Crianças (enf);Adolescentes (enf);Adultos(enf);Procedimentos de enfermagem;Consultas de enfermagem;Atendimentos fisioterapia;Atendimentos psicologia;Atendimentos dermatologia;Atendimento fonoaudiologia;Atendimento nutricionista;Atividades evangelísticas;Evangelismo/Palestra infantil;Palestra/Reunião de mulheres;Ministério/Palestra Adolesc;Palestra/Reunião de homens;Bíblias;Evangelismo nas casas;Cultos/Devocional;Decisão por Cristo;Ceia do Senhor;Batismo;Atividades de saúde;Aerosolterapia;Aplicação de Fluor;Curativos;Encaminh. p/Unidade Hospitalar;Entrega de medicamentos;Escovas e cremes dentais;Exame de hemoglobina glicada;Exame de sífilis;Exame de urina;Exame de hanseníase;Hemograma simples MTX;Inalação;Internação Emergência/Urgência;Kit de higiene;Lavagem Nasal com Procedimento;Lavagem de ouvido;Manutenção de Prótese;Medicação EV/IM;Medicação Ocular;Medicação Oral;Medicação Tópica;Paciente em Observação;Palestra de higiene bucal;Pequenas Cirurgias;Prenatal;Prótese;Retirada de gesso;Teste AIDS;Teste de Covid-19;Teste de glicemia;Teste de gravidez;Teste Doppler;Ultrassonografia;Vacinas;Visitas domiciliares;Outras atividades;Aconselhamento;Brinquedos doados para crianças;Cestas basicas;Corte de cabelo;Curso de Empreendedorismo;Doação de gerador;Doação de óculos;Kit de lanche;Kit para crianças/escolar;Kit para mulheres;Kit para homens;Lembranças;Orientação Jurídica;Orientação/ Assistente Social;Pintura de casas;Poços;Produtos de cabelo;Sacolas de roupas;Treinamento de liderança local;Curso de Gestão Financeira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-06;07/07/2019;13/07/2019;6;Viagem de barco;Barco JJ Mesquita;Baixo Amazonas;;;;;;;220;0;0;0;81;0;0;0;405;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-07;14/07/2019;20/07/2019;6;Viagem de barco;Barco JJ Mesquita;Rio Negro;;;;;;;331;0;0;0;71;0;0;0;304;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-08;14/07/2019;19/07/2019;5;Viagem de barco;Barco Serguem Silva;Rio Negro;;;;;;;319;0;0;0;79;0;0;0;284;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-09;21/07/2019;27/07/2019;6;Viagem de barco;Barco JJ Mesquita;Rio Autazes;;;;;;;335;0;0;0;93;0;0;0;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-10;04/08/2019;10/08/2019;6;Viagem de barco;Barco JJ Mesquita;Rio Solimões;;;;;;;245;0;0;0;126;0;0;0;588;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-11;04/08/2019;10/08/2019;6;Viagem de barco;Barco Serguem Silva;Rio Solimões;;;;;;;236;0;0;0;70;0;0;0;279;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-12;18/08/2019;24/08/2019;6;Viagem de barco;Barco JJ Mesquita;Baixo Amazonas;;;;;;;185;0;0;0;68;0;0;0;400;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-13;25/08/2019;31/08/2019;6;Viagem de barco;Barco JJ Mesquita;Rio Negro;;;;;;;270;0;0;0;122;0;0;0;440;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-14;08/09/2019;14/09/2019;6;Viagem de barco;Barco JJ Mesquita;Rio Negro;;;;;;;252;0;0;0;82;0;0;0;422;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-15;15/09/2019;21/09/2019;6;Viagem de barco;Barco JJ Mesquita;Rio Solimões;;;;;;;232;0;0;0;82;0;0;0;364;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-16;14/10/2019;18/10/2019;4;Viagem de barco;Barco Serguem Silva;Rio Negro;;;;;;;161;0;0;0;65;0;0;0;452;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-17;21/10/2019;25/10/2019;4;Viagem de barco;Barco Serguem Silva;Rio Solimões;;;;;;;595;0;0;0;172;0;0;0;918;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-18;27/10/2019;01/11/2019;5;Viagem de barco;Barco JJ Mesquita;Rio Negro;;;;;;;182;0;0;0;109;0;0;0;748;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-19;05/11/2019;06/11/2019;1;Viagem de barco;Barco Serguem Silva;Rio Negro;;;;;;;95;0;0;0;20;0;0;0;200;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-20;10/11/2019;16/11/2019;6;Viagem de barco;Barco JJ Mesquita;Baixo Amazonas;;;;;;;159;0;0;0;48;0;0;0;388;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;2019-21;17/11/2019;23/11/2019;6;Viagem de barco;Barco JJ Mesquita;Baixo Amazonas;;;;;;;237;0;0;0;47;0;0;0;403;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-01;28/12/2021;05/01/2022;9;Viagem de barco;Barco Amor e Esperança;Nhamundá;Nhamundá;-;;;-;-;0;0;0;0;87;17;7;63;707;130;87;17;7;63;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-02;02/02/2022;07/02/2022;6;Ação missionária;Carro;Manaus;Casa do Oleiro;-;;;-;-;0;0;0;0;17;0;0;17;247;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-03;05/03/2022;12/03/2022;8;Viagem de barco;Barco Amor e Esperança;Rio Solimões;Nhamundá;Amazon Outreach;Brook Hill;;Pr. Eustáquio Fortunato;Enf. Edevanete Oliveira;538;0;0;538;68;0;0;68;285;68;606;0;0;606;3030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2 cidades;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-04;06/03/2022;11/03/2022;6;Viagem de barco;Barco Mãe Maria;Rio Negro;Lago do Acajatuba;Islego Missions;;;Pr. Ivan Laray;Dr. Djailson Rodrigues;159;48;15;96;55;19;8;28;430;70;214;67;23;124;642;0;0;0;0;0;0;0;102;62;0;0;0;31;5;0;0;0;0;0;0;0;0;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;6;0;0;0;3;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-05;12/03/2022;18/03/2022;7;Viagem de barco;Barco Amor e Esperança;Baixo Amazonas;Rio Uatumã;Amazon Outreach;Stonegate;;Jael Rodrigues;Marilda Rodrigues;146;0;0;146;21;0;0;21;110;0;167;0;0;167;835;0;0;0;0;0;0;0;82;45;0;29;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-06;19/03/2022;25/03/2022;7;Viagem de barco;Barco JJ Mesquita;Rio Solimões;Comunidades;WP Brasil;;;Pr. Eustáquio Fortunato;Enf. Edevanete Oliveira;375;136;20;219;130;27;21;82;660;130;504;163;40;301;2123;0;0;9;0;0;0;0;150;44;0;0;63;0;8;0;0;0;0;0;0;1;0;0;505;0;0;3;15;0;0;0;0;0;0;0;1;0;0;0;0;143;0;0;0;0;0;0;190;4;0;0;0;2;0;0;81;0;60;0;0;118;450;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-07;01/04/2022;01/04/2022;1;Ação missionária;Carro;Manaus;CTM Tarumã;-;;;Pr. Flávio Seleguim;Enf. Edevanete Oliveira;24;4;0;20;12;3;9;0;76;0;36;7;0;29;166;0;7;0;14;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-08;03/04/2022;09/04/2022;7;Viagem de barco;Barco JJ Mesquita;Rio Negro;Comunidades;Igreja Sal da Terra;;;Pr. Ivan Laray;Christiane Ribeiro;204;67;10;127;45;19;3;23;213;0;249;86;13;150;1047;0;0;15;0;0;0;0;114;99;0;65;20;74;4;10;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;30;0;5;0;0;0;0;0;120;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-09;09/04/2022;14/04/2022;6;Viagem de barco;Barco Discovery;Careiro Castanho;Careiro Castanho;Igrejas locais;;;Pr. Josias Barbosa;Enf. Edevanete Oliveira;110;33;6;71;46;23;12;11;453;273;86;11;3;72;510;0;21;0;0;0;0;0;83;78;0;0;0;0;4;0;0;0;0;0;0;11;0;0;820;0;0;3;0;0;0;2;0;0;0;0;6;0;0;0;0;307;0;0;0;0;0;0;190;1;0;0;0;1;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-10;07/05/2022;07/05/2022;1;Avanço Missionário;Carro;Rio Preto da Eva;Congregação Presbiteriana;-;;;Pr. Flávio Seleguim;Dr. Djailson Rodrigues;106;59;0;47;30;9;4;17;241;50;136;68;4;64;536;0;0;0;0;0;0;0;42;3;0;0;0;30;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-11;11/05/2022;11/05/2022;1;Ação missionária;Carro;Manaus;Inst. Transformando Vidas - Colônia Antônio Aleixo;-;;;-;Dr. Djailson Rodrigues;0;0;0;0;7;6;0;1;38;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-12;17/05/2022;17/05/2022;1;Ação missionária;Carro;Manaus;Inst. Transformando Vidas - Colônia Antônio Aleixo;-;;;-;Dr. Djailson Rodrigues;0;0;0;0;5;3;0;2;44;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-13;28/05/2022;02/06/2022;6;Viagem de barco;Barco Linda Esperança;Rio Solimões;Comunidades;Amazon Outreach;;;Pr. Eustáquio Fortunato;Dr. Djailson Rodrigues;288;99;14;175;56;8;8;40;428;280;344;107;22;215;632;0;0;0;0;0;0;0;0;170;0;101;0;0;5;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;337;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-14;04/06/2022;11/06/2022;8;Viagem de barco;Barco Linda Esperança;Barreirinha;Rio Andirá;Amazon Outreach;First Baptist Church;;Pr. Mário Sérgio;Marilda Rodrigues;342;110;20;212;74;17;11;46;375;84;416;127;31;258;1764;0;0;0;0;0;0;0;0;290;0;150;0;0;5;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;0;0;0;0;0;0;0;253;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-15;12/06/2022;18/06/2022;7;Viagem de barco;Barco JJ Mesquita;Rio Negro;Lago Acajatuba;Igreja Presbiteriana de Vinhedo/SP;;;"Missionária Marilene ""Mel"" Santos";Marilda Rodrigues;212;18;29;165;109;24;26;59;468;109;381;102;55;224;1591;0;0;0;0;0;0;0;132;122;0;0;0;62;5;37;2;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;44;0;0;0;0;2;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-16;12/06/2022;18/06/2022;7;Viagem de barco;Barco Linda Esperança;Rio Negro;Comunidades;Amazon Outreach;Calvary Church;;Pr. Ivan Laray;Dr. Djailson Rodrigues;358;116;28;214;70;21;7;42;535;79;416;137;35;244;1030;0;0;0;0;0;0;0;116;85;0;5;0;0;5;0;0;0;0;0;0;15;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;20;10;0;0;0;2;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-17;16/06/2022;23/06/2022;8;Viagem de barco;Barco Amor e Esperança;Baixo Amazonas;Rio Uatumã;Amazon Outreach;Citizens Church Family (Plano, Texas);First Baptist Church of Palmetto (Palmetto, Flórida);Pr. Flávio Seleguim;Dr. Djailson Rodrigues;215;78;20;117;51;15;9;27;535;51;266;93;29;144;1086;0;0;0;0;0;0;0;80;88;0;83;0;0;5;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;82;60;0;0;0;82;124;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-18;23/06/2022;30/06/2022;8;Viagem de barco;Barco Linda Esperança;Urucará;Lago do Carará;Amazon Outreach;New Beginnings Church (Longview, Texas);New Hope Jasper, EUA;Pr. Raimundo Wilson;Dr. Djailson Rodrigues;220;70;17;133;71;12;11;48;790;177;291;82;28;181;1235;0;0;0;0;0;0;0;80;93;0;52;0;0;5;11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;50;0;0;8;0;2;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-19;25/06/2022;03/07/2022;9;Viagem de barco;Barco Amor e Esperança;Baixo Amazonas;Urucurituba;Amazon Outreach;Stonegate;;Pr. Maelson;Enf. Edevanete Oliveira;279;101;23;155;61;11;6;44;304;0;343;112;32;199;1427;0;0;0;0;0;0;0;265;212;0;96;104;0;6;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;0;0;0;2;0;0;0;0;0;0;0;157;0;0;0;96;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-20;23/06/2022;26/06/2022;4;Atendimento no CONPLEI;Carro;Maués;Maués;;;;-;Moisés Pinho;70;40;0;30;0;0;0;0;0;0;70;40;0;30;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-21;02/07/2022;07/07/2022;6;Viagem de barco;Barco JJ Mesquita;Rio Solimões;Comunidades;Northwoods Church;;;Pr. Eustáquio Fortunato;Christiane Ribeiro;145;59;9;77;49;25;5;19;490;106;194;84;14;96;774;0;0;0;0;0;0;0;119;94;0;10;5;25;4;1;0;0;0;0;0;4;0;0;0;0;0;2;0;0;1;1;200;1;10;0;2;0;0;0;0;25;0;0;0;0;0;0;48;4;0;0;0;2;0;0;8;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;2022-22;07/07/2022;10/07/2022;4;Atendimento no Musical;Carro;Manaus;Musical - IPManaus Pedras Vivas;;;;Pr. Wellighton Gomes;Enf. Edevanete Oliveira;208;28;15;165;0;0;0;0;0;0;235;31;18;186;1077;0;27;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;29;0;82;2;0;0;0;0;0;0;30;0;2;0;0;0;0;69;2;171;82;8;0;0;0;0;0;0;37;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
